tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_positions	measurement_sd_z	measurement_sd_y	treatment_temp	treatment_dc_field	measurement_csd	treatment_dc_field_phi	er_citation_names	magic_instrument_codes	measurement_inc	measurement_description	magic_software_packages	measurement_dec	er_analyst_mail_names	measurement_temp	magic_method_codes	treatment_ac_field	measurement_flag	measurement_magn_moment	treatment_dc_field_theta	measurement_sd_x	measurement_standard
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	17	1	8.68e-10	1.01e-09	823.0	0	0.6		This study	hargrave 2014-12-02 00:45:16	-66.0		pmagpy-3.2.1	069.3		273	LT-T-Z:LP-DIR-T	0	g	1.23e-07		9.19e-10	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	18	1	1.06e-09	9.15e-10	828.0	0	0.8		This study	hargrave 2014-12-05 13:40:46	-66.3		pmagpy-3.2.1	075.0		273	LT-T-Z:LP-DIR-T	0	g	1.18e-07		1.51e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	19	1	2.61e-10	8.36e-10	833.0	0	0.7		This study	hargrave 2014-12-06 11:57:52	-66.7		pmagpy-3.2.1	072.8		273	LT-T-Z:LP-DIR-T	0	g	1.14e-07		1.26e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	20	1	5.56e-10	6.62e-10	838.0	0	0.6		This study	hargrave 2014-12-08 15:18:37	-66.9		pmagpy-3.2.1	080.1		273	LT-T-Z:LP-DIR-T	0	g	1.10e-07		1.12e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	21	1	7.95e-10	7.31e-10	843.0	0	0.8		This study	hargrave 2014-12-08 22:11:29	-66.2		pmagpy-3.2.1	078.7		273	LT-T-Z:LP-DIR-T	0	g	1.08e-07		1.35e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22	1	5.65e-10	1.00e-09	846.0	0	1.4		This study	hargrave 2015-01-12 11:02:24	-67.5		pmagpy-3.2.1	084.0		273	LT-T-Z:LP-DIR-T	0	g	1.05e-07		2.28e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23	1	5.64e-10	1.08e-09	849.0	0	1.5		This study	hargrave 2015-01-14 14:20:25	-66.7		pmagpy-3.2.1	081.2		273	LT-T-Z:LP-DIR-T	0	g	1.03e-07		2.54e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24	1	7.59e-10	1.24e-09	852.0	0	1.4		This study	hargrave 2015-01-15 14:35:19	-67.4		pmagpy-3.2.1	085.7		273	LT-T-Z:LP-DIR-T	0	g	1.01e-07		2.21e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25	1	7.00e-10	6.58e-10	855.0	0	1.6		This study	hargrave 2015-01-18 12:57:56	-67.5		pmagpy-3.2.1	089.6		273	LT-T-Z:LP-DIR-T	0	g	1.02e-07		2.74e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26	1	6.51e-10	7.64e-10	858.0	0	0.7		This study	hargrave 2015-01-20 12:16:30	-66.4		pmagpy-3.2.1	087.5		273	LT-T-Z:LP-DIR-T	0	g	9.91e-08		1.06e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27	1	5.05e-10	1.22e-09	863.0	0	1.0		This study	hargrave 2015-02-10 17:23:31	-67.4		pmagpy-3.2.1	088.4		273	LT-T-Z:LP-DIR-T	0	g	9.79e-08		1.42e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28	1	4.10e-10	1.22e-09	883.0	0	1.0		This study	hargrave 2015-02-11 17:21:10	-67.9		pmagpy-3.2.1	094.8		273	LT-T-Z:LP-DIR-T	0	g	9.37e-08		1.19e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29	1	5.94e-10	1.15e-09	903.0	0	0.9		This study	hargrave 2015-02-12 15:33:34	-67.2		pmagpy-3.2.1	102.3		273	LT-T-Z:LP-DIR-T	0	g	8.44e-08		9.09e-10	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30	1	5.27e-10	6.64e-10	923.0	0	1.0		This study	hargrave 2015-02-13 17:49:53	-66.6		pmagpy-3.2.1	108.1		273	LT-T-Z:LP-DIR-T	0	g	7.68e-08		1.16e-09	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31	1	3.30e-10	5.40e-10	933.0	0	0.8		This study	hargrave 2015-02-17 11:25:45	-65.7		pmagpy-3.2.1	106.8		273	LT-T-Z:LP-DIR-T	0	g	6.02e-08		7.58e-10	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32	1	2.09e-10	3.79e-10	943.0	0	1.3		This study	hargrave 2015-02-18 09:43:40	-66.1		pmagpy-3.2.1	104.4		273	LT-T-Z:LP-DIR-T	0	g	2.82e-08		5.19e-10	
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33	1	6.39e-11	6.41e-11	953.0	0	1.4		This study	hargrave 2015-02-19 12:52:13	-55.4		pmagpy-3.2.1	113.9		273	LT-T-Z:LP-DIR-T	0	g	4.99e-09		9.64e-11	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1	1	9.82e-09	4.00e-08	273	0	2.6		This study		-50.4		pmagpy-3.2.1	46.5		273	LT-NO:LP-DIR-T	0	g	1.12e-06		3.14e-08	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2	1	1.09e-08	3.25e-08	77	0	2.0		This study		-50.9		pmagpy-3.2.1	46.3		273	LT-LT-Z:LP-DIR-T	0	g	1.16e-06		2.20e-08	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3	1	1.11e-08	1.88e-08	373.0	0	1.0		This study		-51.6		pmagpy-3.2.1	44.8		273	LT-T-Z:LP-DIR-T	0	g	1.33e-06		8.96e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4	1	9.49e-09	4.26e-08	423.0	0	2.6		This study	hargrave 2014-10-22 15:54:56	-51.8		pmagpy-3.2.1	043.8		273	LT-T-Z:LP-DIR-T	0	g	1.16e-06		2.83e-08	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5	1	7.43e-09	2.78e-08	473.0	0	1.9		This study	hargrave 2014-10-27 16:21:23	-51.0		pmagpy-3.2.1	043.6		273	LT-T-Z:LP-DIR-T	0	g	1.05e-06		1.89e-08	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6	1	6.48e-09	3.76e-08	523.0	0	3.7		This study	hargrave 2014-10-28 13:44:04	-51.0		pmagpy-3.2.1	045.6		273	LT-T-Z:LP-DIR-T	0	g	7.52e-07		3.14e-08	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7	1	3.34e-09	1.47e-08	573.0	0	2.5		This study	hargrave 2014-10-28 20:41:45	-50.2		pmagpy-3.2.1	050.3		273	LT-T-Z:LP-DIR-T	0	g	4.57e-07		1.28e-08	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8	1	1.26e-09	6.53e-09	623.0	0	2.4		This study	hargrave 2014-10-29 20:54:34	-48.8		pmagpy-3.2.1	051.3		273	LT-T-Z:LP-DIR-T	0	g	2.19e-07		6.51e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9	1	1.13e-09	4.98e-09	673.0	0	2.5		This study	hargrave 2014-11-03 17:14:38	-48.1		pmagpy-3.2.1	053.2		273	LT-T-Z:LP-DIR-T	0	g	1.67e-07		5.32e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10	1	7.89e-10	1.53e-09	698.0	0	0.8		This study	hargrave 2014-11-04 12:05:10	-47.3		pmagpy-3.2.1	053.9		273	LT-T-Z:LP-DIR-T	0	g	1.38e-07		1.25e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11	1	7.35e-10	2.76e-09	723.0	0	1.7		This study	hargrave 2014-11-10 12:54:47	-45.6		pmagpy-3.2.1	057.1		273	LT-T-Z:LP-DIR-T	0	g	1.18e-07		2.22e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12	1	9.36e-10	2.36e-09	748.0	0	1.9		This study	hargrave 2014-11-10 22:13:28	-42.6		pmagpy-3.2.1	059.6		273	LT-T-Z:LP-DIR-T	0	g	9.94e-08		2.09e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13	1	8.86e-10	2.99e-09	773.0	0	3.4		This study	hargrave 2014-11-13 11:47:43	-40.9		pmagpy-3.2.1	065.7		273	LT-T-Z:LP-DIR-T	0	g	8.35e-08		3.95e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14	1	5.83e-10	1.73e-09	788.0	0	3.0		This study	hargrave 2014-11-17 17:28:20	-38.7		pmagpy-3.2.1	067.1		273	LT-T-Z:LP-DIR-T	0	g	7.25e-08		3.33e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15	1	5.21e-10	3.52e-10	803.0	0	0.7		This study	hargrave 2014-11-24 18:19:01	-37.4		pmagpy-3.2.1	068.7		273	LT-T-Z:LP-DIR-T	0	g	6.70e-08		6.35e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16	1	4.84e-10	3.27e-10	818.0	0	0.5		This study	hargrave 2014-12-01 17:00:52	-36.7		pmagpy-3.2.1	069.2		273	LT-T-Z:LP-DIR-T	0	g	6.56e-08		4.17e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17	1	4.23e-10	3.20e-10	823.0	0	1.5		This study	hargrave 2014-12-02 00:46:50	-35.7		pmagpy-3.2.1	070.3		273	LT-T-Z:LP-DIR-T	0	g	6.27e-08		1.61e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18	1	4.07e-10	6.07e-10	828.0	0	0.9		This study	hargrave 2014-12-05 13:42:16	-33.0		pmagpy-3.2.1	073.5		273	LT-T-Z:LP-DIR-T	0	g	5.59e-08		6.98e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19	1	3.89e-10	2.40e-10	833.0	0	1.3		This study	hargrave 2014-12-06 11:59:31	-33.1		pmagpy-3.2.1	075.5		273	LT-T-Z:LP-DIR-T	0	g	5.14e-08		1.15e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20	1	3.15e-10	1.65e-10	838.0	0	0.7		This study	hargrave 2014-12-08 15:20:12	-32.9		pmagpy-3.2.1	072.8		273	LT-T-Z:LP-DIR-T	0	g	4.91e-08		5.60e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21	1	2.57e-10	2.71e-10	843.0	0	1.0		This study	hargrave 2014-12-08 22:13:06	-34.0		pmagpy-3.2.1	074.5		273	LT-T-Z:LP-DIR-T	0	g	4.54e-08		7.54e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22	1	3.74e-10	3.39e-10	846.0	0	1.5		This study	hargrave 2015-01-12 11:03:59	-32.9		pmagpy-3.2.1	078.8		273	LT-T-Z:LP-DIR-T	0	g	4.43e-08		1.14e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23	1	2.92e-10	2.38e-10	849.0	0	0.8		This study	hargrave 2015-01-14 14:21:59	-32.8		pmagpy-3.2.1	076.7		273	LT-T-Z:LP-DIR-T	0	g	4.29e-08		5.72e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24	1	2.36e-10	2.78e-10	852.0	0	1.5		This study	hargrave 2015-01-15 14:36:53	-32.4		pmagpy-3.2.1	077.3		273	LT-T-Z:LP-DIR-T	0	g	4.17e-08		1.05e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25	1	3.76e-10	5.23e-10	855.0	0	3.4		This study	hargrave 2015-01-18 12:59:19	-31.8		pmagpy-3.2.1	080.0		273	LT-T-Z:LP-DIR-T	0	g	4.07e-08		2.34e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26	1	3.20e-10	4.01e-10	858.0	0	1.0		This study	hargrave 2015-01-20 12:17:56	-31.2		pmagpy-3.2.1	079.6		273	LT-T-Z:LP-DIR-T	0	g	3.86e-08		5.81e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27	1	1.58e-10	7.32e-10	863.0	0	4.5		This study	hargrave 2015-02-10 17:25:23	-30.8		pmagpy-3.2.1	078.9		273	LT-T-Z:LP-DIR-T	0	g	3.77e-08		2.90e-09	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28	1	2.06e-10	3.69e-10	883.0	0	1.1		This study	hargrave 2015-02-11 17:23:32	-27.2		pmagpy-3.2.1	084.8		273	LT-T-Z:LP-DIR-T	0	g	3.17e-08		5.51e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29	1	2.97e-10	2.18e-10	903.0	0	1.3		This study	hargrave 2015-02-12 15:35:25	-20.5		pmagpy-3.2.1	089.5		273	LT-T-Z:LP-DIR-T	0	g	2.74e-08		5.27e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30	1	3.72e-10	5.53e-10	923.0	0	1.4		This study	hargrave 2015-02-13 17:51:30	-19.7		pmagpy-3.2.1	091.4		273	LT-T-Z:LP-DIR-T	0	g	2.51e-08		4.37e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31	1	2.26e-10	3.33e-10	933.0	0	1.8		This study	hargrave 2015-02-17 11:27:15	-18.5		pmagpy-3.2.1	094.7		273	LT-T-Z:LP-DIR-T	0	g	2.19e-08		6.58e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32	1	2.69e-10	2.31e-10	943.0	0	1.9		This study	hargrave 2015-02-18 09:45:10	-20.2		pmagpy-3.2.1	088.9		273	LT-T-Z:LP-DIR-T	0	g	1.42e-08		3.92e-10	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33	1	2.48e-11	7.04e-11	953.0	0	2.0		This study	hargrave 2015-02-19 12:53:47	-28.3		pmagpy-3.2.1	086.8		273	LT-T-Z:LP-DIR-T	0	g	3.86e-09		1.27e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1	1	6.25e-09	1.04e-08	273	0	0.8		This study		-72.0		pmagpy-3.2.1	200.8		273	LT-NO:LP-DIR-T	0	g	1.20e-06		1.31e-08	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2	1	7.00e-09	6.09e-09	77	0	0.8		This study		-71.7		pmagpy-3.2.1	204.4		273	LT-LT-Z:LP-DIR-T	0	g	1.24e-06		1.64e-08	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3	1	9.78e-09	1.53e-08	373.0	0	1.4		This study		-71.4		pmagpy-3.2.1	204.2		273	LT-T-Z:LP-DIR-T	0	g	1.41e-06		2.89e-08	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4	1	4.70e-09	6.67e-09	423.0	0	0.8		This study	hargrave 2014-10-22 15:56:39	-71.2		pmagpy-3.2.1	203.4		273	LT-T-Z:LP-DIR-T	0	g	1.20e-06		1.59e-08	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5	1	5.22e-09	6.07e-09	473.0	0	0.8		This study	hargrave 2014-10-27 16:23:12	-71.6		pmagpy-3.2.1	204.3		273	LT-T-Z:LP-DIR-T	0	g	1.09e-06		1.43e-08	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6	1	4.05e-09	2.68e-08	523.0	0	1.9		This study	hargrave 2014-10-28 13:46:02	-70.9		pmagpy-3.2.1	206.4		273	LT-T-Z:LP-DIR-T	0	g	8.29e-07		3.76e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7	1	1.42e-09	4.95e-09	573.0	0	0.6		This study	hargrave 2014-10-28 20:43:28	-71.1		pmagpy-3.2.1	216.7		273	LT-T-Z:LP-DIR-T	0	g	4.91e-07		1.91e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8	1	6.53e-10	1.44e-09	623.0	0	0.5		This study	hargrave 2014-10-29 20:56:10	-70.3		pmagpy-3.2.1	220.4		273	LT-T-Z:LP-DIR-T	0	g	2.37e-07		1.74e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9	1	4.59e-10	9.03e-10	673.0	0	0.4		This study	hargrave 2014-11-03 17:16:16	-69.3		pmagpy-3.2.1	223.1		273	LT-T-Z:LP-DIR-T	0	g	1.75e-07		1.13e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10	1	4.77e-10	1.14e-09	698.0	0	0.5		This study	hargrave 2014-11-04 12:06:45	-67.9		pmagpy-3.2.1	226.1		273	LT-T-Z:LP-DIR-T	0	g	1.47e-07		6.97e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11	1	6.52e-10	6.21e-10	723.0	0	0.4		This study	hargrave 2014-11-10 12:56:31	-67.4		pmagpy-3.2.1	232.2		273	LT-T-Z:LP-DIR-T	0	g	1.27e-07		6.41e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12	1	9.05e-10	5.24e-10	748.0	0	1.6		This study	hargrave 2014-11-10 22:15:06	-66.4		pmagpy-3.2.1	237.0		273	LT-T-Z:LP-DIR-T	0	g	1.08e-07		2.75e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13	1	1.10e-09	7.52e-10	773.0	0	2.9		This study	hargrave 2014-11-13 11:49:17	-66.3		pmagpy-3.2.1	239.9		273	LT-T-Z:LP-DIR-T	0	g	9.09e-08		4.51e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14	1	5.60e-10	5.09e-10	788.0	0	1.9		This study	hargrave 2014-11-17 17:29:58	-63.3		pmagpy-3.2.1	241.3		273	LT-T-Z:LP-DIR-T	0	g	7.92e-08		2.47e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15	1	4.71e-10	1.38e-09	803.0	0	1.3		This study	hargrave 2014-11-24 18:20:46	-62.2		pmagpy-3.2.1	243.8		273	LT-T-Z:LP-DIR-T	0	g	7.32e-08		7.70e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16	1	7.77e-10	1.03e-09	818.0	0	1.2		This study	hargrave 2014-12-01 17:02:30	-60.5		pmagpy-3.2.1	246.2		273	LT-T-Z:LP-DIR-T	0	g	7.02e-08		6.63e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17	1	7.28e-10	6.15e-10	823.0	0	1.3		This study	hargrave 2014-12-02 00:48:29	-60.8		pmagpy-3.2.1	243.9		273	LT-T-Z:LP-DIR-T	0	g	6.62e-08		1.21e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18	1	5.85e-10	4.57e-10	828.0	0	1.6		This study	hargrave 2014-12-05 13:44:45	-59.4		pmagpy-3.2.1	249.4		273	LT-T-Z:LP-DIR-T	0	g	5.84e-08		1.46e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19	1	5.62e-10	7.19e-10	833.0	0	1.0		This study	hargrave 2014-12-06 12:02:05	-58.2		pmagpy-3.2.1	250.2		273	LT-T-Z:LP-DIR-T	0	g	5.23e-08		3.22e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20	1	7.35e-10	7.20e-10	838.0	0	1.3		This study	hargrave 2014-12-08 15:22:41	-57.9		pmagpy-3.2.1	253.2		273	LT-T-Z:LP-DIR-T	0	g	4.87e-08		4.54e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21	1	7.55e-10	7.83e-10	843.0	0	1.4		This study	hargrave 2014-12-08 22:14:48	-57.3		pmagpy-3.2.1	254.6		273	LT-T-Z:LP-DIR-T	0	g	4.64e-08		3.61e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22	1	6.24e-10	4.78e-10	846.0	0	3.2		This study	hargrave 2015-01-12 11:05:30	-55.6		pmagpy-3.2.1	256.1		273	LT-T-Z:LP-DIR-T	0	g	4.28e-08		2.27e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23	1	5.87e-10	5.21e-10	849.0	0	1.4		This study	hargrave 2015-01-14 14:23:37	-56.1		pmagpy-3.2.1	254.4		273	LT-T-Z:LP-DIR-T	0	g	4.12e-08		7.39e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24	1	6.97e-10	5.00e-10	852.0	0	2.0		This study	hargrave 2015-01-15 14:38:32	-56.3		pmagpy-3.2.1	252.7		273	LT-T-Z:LP-DIR-T	0	g	3.81e-08		1.04e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25	1	3.84e-10	7.83e-10	855.0	0	2.2		This study	hargrave 2015-01-18 13:00:44	-55.3		pmagpy-3.2.1	258.8		273	LT-T-Z:LP-DIR-T	0	g	3.78e-08		1.22e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26	1	2.67e-10	5.92e-10	858.0	0	2.5		This study	hargrave 2015-01-20 12:19:24	-56.0		pmagpy-3.2.1	260.1		273	LT-T-Z:LP-DIR-T	0	g	3.42e-08		1.36e-09	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27	1	5.78e-10	6.74e-10	863.0	0	1.7		This study	hargrave 2015-02-10 17:27:18	-56.2		pmagpy-3.2.1	257.0		273	LT-T-Z:LP-DIR-T	0	g	3.33e-08		5.62e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28	1	6.94e-10	6.02e-10	883.0	0	1.9		This study	hargrave 2015-02-11 17:25:27	-49.2		pmagpy-3.2.1	264.3		273	LT-T-Z:LP-DIR-T	0	g	2.76e-08		2.98e-10	
